JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2701,,,,,,140,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2701,1.0,,,,,,,,,,Baggivable Kameada department store,10A100020,Cash and deposits,,,,8667020.0,0.0,O,Exempt,10A100060,Notes receivable - trade,,,,8667020.0,0.0,O,Exempt,,,,,,
2701,1.0,,1.0,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,,,,,,,,,,
2701,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2701,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2702,,,,,,141,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2702,1.0,,,,,,,,,,JR,10E201230,Travel and transportation expenses,,,,53000.0,4818.0,S10,Standard 10%,10A100020,Cash and deposits,,,,53000.0,0.0,O,Exempt,,,,,,
2702,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2702,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2703,,,,,,147,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2703,1.0,,,,,,,,,,Fund Transfer,10A100020,Cash and deposits,,,,10000000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,10000000.0,0.0,O,Exempt,,,,,,
2703,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2703,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2703,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2703,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2704,,,,,,156,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2704,1.0,,,,,,,,,,Business Trip Expense,10E201230,Travel and transportation expenses,,,,16000.0,1454.0,S10,Standard 10%,10A100020,Cash and deposits,,,,16000.0,0.0,O,Exempt,,,,,,
2704,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2704,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2705,,,,,,159,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2705,1.0,,,,,,,,,,Taxi Fare,10E201230,Travel and transportation expenses,,,,8800.0,800.0,S10,Standard 10%,10A100020,Cash and deposits,,,,8800.0,0.0,O,Exempt,,,,,,
2705,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2705,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2706,,,,,,165,2022-03-20,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2706,1.0,,,,,,,,,,Social gathering fee,10E201270,Miscellaneous expenses,,,,10000.0,909.0,S10,Standard 10%,10A100020,Cash and deposits,,,,10000.0,0.0,O,Exempt,,,,,,
2706,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2706,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2707,,,,,,6,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2707,1.0,,,,,,,,,,Advertisement Fee,10E200050,Advertising expenses,,,,5000.0,454.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5000.0,0.0,O,Exempt,,,,,,
2707,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2707,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2708,,,,,,25,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2708,1.0,,,,,,,,,,Travel Expenses,10E201230,Travel and transportation expenses,,,,56000.0,5090.0,S10,Standard 10%,10A100020,Cash and deposits,,,,56000.0,0.0,O,Exempt,,,,,,
2708,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2708,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2709,,,,,,34,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2709,1.0,,,,,,,,,,Electricity Cost,10E201040,Utilities expenses,,,,107190.0,9744.0,S10,Standard 10%,10A100020,Cash and deposits,,,,112918.0,0.0,O,Exempt,,,,,,
2709,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
2709,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2709,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2709,2.0,,,,,,,,,,Water Cost,10E201040,Utilities expenses,,,,5728.0,520.0,S10,Standard 10%,,,,,,,,,,,,,,,
2709,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2710,,,,,,64,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2710,1.0,,,,,,,,,,Electricity Bill,10E201040,Utilities expenses,,,,216041.0,19640.0,S10,Standard 10%,10A100020,Cash and deposits,,,,224320.0,0.0,O,Exempt,,,,,,
2710,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2710,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2710,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2710,2.0,,,,,,,,,,Water Bill,10E201040,Utilities expenses,,,,8279.0,752.0,S10,Standard 10%,,,,,,,,,,,,,,,
2710,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2711,,,,,,89,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2711,1.0,,,,,,,,,,Electricity Bill,10E201040,Utilities expenses,,,,96107.0,8737.0,S10,Standard 10%,10A100020,Cash and deposits,,,,106621.0,0.0,O,Exempt,,,,,,
2711,1.0,,,,1.0,,,,,,,,,,,,,,,,,,30,Mitsui Nagoya,sub-account,,,,,,,,,,
2711,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2711,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2711,2.0,,,,,,,,,,Water Bill,10E201040,Utilities expenses,,,,4959.0,450.0,S10,Standard 10%,,,,,,,,,,,,,,,
2711,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2711,3.0,,,,,,,,,,Gas Cost,10E201040,Utilities expenses,,,,5555.0,505.0,S10,Standard 10%,,,,,,,,,,,,,,,
2711,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2712,,,,,,132,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2712,1.0,,,,,,,,,,Electricity Cost,10E201040,Utilities expenses,,,,114985.0,10453.0,S10,Standard 10%,10A100020,Cash and deposits,,,,121264.0,0.0,O,Exempt,,,,,,
2712,1.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2712,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2712,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2712,2.0,,,,,,,,,,Water Cost,10E201040,Utilities expenses,,,,6279.0,570.0,S10,Standard 10%,,,,,,,,,,,,,,,
2712,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2713,,,,,,163,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2713,1.0,,,,,,,,,,Membership Fee,10E201140,Membership fee,,,,18000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,18000.0,0.0,O,Exempt,,,,,,
2713,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2713,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2714,,,,,,169,2022-03-21,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2714,1.0,,,,,,,,,,Electricity Bill,10E201040,Utilities expenses,,,,122137.0,11103.0,S10,Standard 10%,10A100020,Cash and deposits,,,,128473.0,0.0,O,Exempt,,,,,,
2714,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
2714,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2714,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2714,2.0,,,,,,,,,,Water Bill,10E201040,Utilities expenses,,,,6336.0,576.0,S10,Standard 10%,,,,,,,,,,,,,,,
2714,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2715,,,,,,3,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2715,1.0,,,,,,,,,,Accommodation Cost,10E200140,Welfare expenses,,,,32185.0,2925.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,32185.0,0.0,O,Exempt,,,,,,
2715,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2715,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2716,,,,,,24,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2716,1.0,,,,,,,,,,JR coupon,10E201230,Travel and transportation expenses,,,,92000.0,8363.0,S10,Standard 10%,10A100020,Cash and deposits,,,,92000.0,0.0,O,Exempt,,,,,,
2716,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2716,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2717,,,,,,74,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2717,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,6771.0,615.0,S10,Standard 10%,10A100020,Cash and deposits,,,,11914.0,0.0,O,Exempt,,,,,,
2717,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2717,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2717,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,5143.0,467.0,S10,Standard 10%,,,,,,,,,,,,,,,
2717,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2718,,,,,,90,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2718,1.0,,,,,,,,,,Duskin Service Fee,10E201270,Miscellaneous expenses,,,,9500.0,863.0,S10,Standard 10%,10A100020,Cash and deposits,,,,9500.0,0.0,O,Exempt,,,,,,
2718,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2718,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2719,,,,,,95,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2719,1.0,,,,,,,,,,Cleaning Fee,10E201270,Miscellaneous expenses,,,,71675.0,6515.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,71675.0,0.0,O,Exempt,,,,,,
2719,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2719,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2720,,,,,,107,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2720,1.0,,,,,,,,,,Get-well Gift,10E200150,Entertainment expenses,,,,10000.0,909.0,S10,Standard 10%,10A100020,Cash and deposits,,,,10000.0,0.0,O,Exempt,,,,,,
2720,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2720,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2721,,,,,,157,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2721,1.0,,,,,,,,,,Airline Ticket Cost,10E201230,Travel and transportation expenses,,,,39800.0,3618.0,S10,Standard 10%,10A100020,Cash and deposits,,,,39800.0,0.0,O,Exempt,,,,,,
2721,1.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
2721,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2721,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2722,,,,,,166,2022-03-22,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2722,1.0,,,,,,,,,,Duskin Service Fee,10E201270,Miscellaneous expenses,,,,1890.0,171.0,S10,Standard 10%,10A100020,Cash and deposits,,,,1890.0,0.0,O,Exempt,,,,,,
2722,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2722,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2723,,,,,,12,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2723,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,3298.0,299.0,S10,Standard 10%,10A100020,Cash and deposits,,,,4060.0,0.0,O,Exempt,,,,,,
2723,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2723,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2723,2.0,,,,,,,,,,Parking Fee,10E201120,Vehicle expenses,,,,762.0,69.0,S10,Standard 10%,,,,,,,,,,,,,,,
2723,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2724,,,,,,28,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2724,1.0,,,,,,,,,,Taxi Fare,10E201230,Travel and transportation expenses,,,,2420.0,220.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,2420.0,0.0,O,Exempt,,,,,,
2724,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2724,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2725,,,,,,54,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2725,1.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,1810.0,164.0,S10,Standard 10%,10A100020,Cash and deposits,,,,4382.0,0.0,O,Exempt,,,,,,
2725,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2725,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2725,2.0,,,,,,,,,,Highway Toll,10E201120,Vehicle expenses,,,,2572.0,233.0,S10,Standard 10%,,,,,,,,,,,,,,,
2725,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2726,,,,,,75,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2726,1.0,,,,,,,,,,Gasoline Cost,10E201120,Vehicle expenses,,,,5970.0,542.0,S10,Standard 10%,10A100020,Cash and deposits,,,,5970.0,0.0,O,Exempt,,,,,,
2726,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2726,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,,,,,,83,2022-03-23,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2727,1.0,,,,,,,,,,March Salary Others 0001 Executives,10E200090,Remuneration for directors (and other officers),,,,1720000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1124255.0,0.0,O,Exempt,,,,,,
2727,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2727,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,2.0,,,,,,,,,,March Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,120411.0,0.0,O,Exempt,,,,,,
2727,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,3.0,,,,,,,,,,March Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,171200.0,0.0,O,Exempt,,,,,,
2727,3.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,4.0,,,,,,,,,,March Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,164442.0,0.0,O,Exempt,,,,,,
2727,4.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,5.0,,,,,,,,,,March Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,133972.0,0.0,O,Exempt,,,,,,
2727,5.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,6.0,,,,,,,,,,March Salary Others 0001 Executives,,,,,,,,,,10B100690,Deposits received,,,,5720.0,0.0,O,Exempt,,,,,,
2727,6.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,7.0,,,,,,,,,,March Salary Others 0020 Sales Department,10E200370,Salaries and allowances,,,,1949138.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1461754.0,0.0,O,Exempt,,,,,,
2727,7.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2727,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,8.0,,,,,,,,,,March Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,236045.0,0.0,O,Exempt,,,,,,
2727,8.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,9.0,,,,,,,,,,March Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,104300.0,0.0,O,Exempt,,,,,,
2727,9.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,10.0,,,,,,,,,,March Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,35440.0,0.0,O,Exempt,,,,,,
2727,10.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,11.0,,,,,,,,,,March Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,43305.0,0.0,O,Exempt,,,,,,
2727,11.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,12.0,,,,,,,,,,March Salary Others 0020 Sales Department,,,,,,,,,,10B100690,Deposits received,,,,68294.0,0.0,O,Exempt,,,,,,
2727,12.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,12.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,13.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,10E200370,Salaries and allowances,,,,859000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,607264.0,0.0,O,Exempt,,,,,,
2727,13.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department,,,
2727,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,14.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,103424.0,0.0,O,Exempt,,,,,,
2727,14.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,15.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,46300.0,0.0,O,Exempt,,,,,,
2727,15.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,16.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,13610.0,0.0,O,Exempt,,,,,,
2727,16.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,16.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,17.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,50648.0,0.0,O,Exempt,,,,,,
2727,17.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,17.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,18.0,,,,,,,,,,March Salary Others 1000 Sapporo Office,,,,,,,,,,10B100690,Deposits received,,,,37754.0,0.0,O,Exempt,,,,,,
2727,18.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,19.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,10E200370,Salaries and allowances,,,,774901.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,551332.0,0.0,O,Exempt,,,,,,
2727,19.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2727,19.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,20.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,96352.0,0.0,O,Exempt,,,,,,
2727,20.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,21.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,42600.0,0.0,O,Exempt,,,,,,
2727,21.0,,,,1.0,,,,,,,,,,,,,,,,,,2,Resident Tax,sub-account,,,,,,,,,,
2727,21.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,22.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,7710.0,0.0,O,Exempt,,,,,,
2727,22.0,,,,1.0,,,,,,,,,,,,,,,,,,3,Withholding Tax,sub-account,,,,,,,,,,
2727,22.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,23.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,40759.0,0.0,O,Exempt,,,,,,
2727,23.0,,,,1.0,,,,,,,,,,,,,,,,,,4,Savings & Insurance,sub-account,,,,,,,,,,
2727,23.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,24.0,,,,,,,,,,March Salary Others 3000 Nagoya Office,,,,,,,,,,10B100690,Deposits received,,,,36148.0,0.0,O,Exempt,,,,,,
2727,24.0,,,,1.0,,,,,,,,,,,,,,,,,,9,Others,sub-account,,,,,,,,,,
2727,24.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,25.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,10E200370,Salaries and allowances,,,,992100.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,769991.0,0.0,O,Exempt,,,,,,
2727,25.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2727,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2727,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,26.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,119477.0,0.0,O,Exempt,,,,,,
2727,26.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Insurance Premium,sub-account,,,,,,,,,,
2727,26.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2727,27.0,,,,,,,,,,March Salary Others 4000 Osaka Branch,,,,,,,,,,10B100690,Deposits received,,,,53400.0,0.0,O,Exempt,,,,,,
